Address,Date time,Latitude,Longitude,Resolved Address,Name,Wind Direction,Temperature,Wind Speed,Cloud Cover,Heat Index,Chance Precipitation (%),Precipitation,Sea Level Pressure,Snow Depth,Snow,Relative Humidity,Wind Gust,Wind Chill,Conditions
"50.0826,8.2493","09/19/2021 05:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",38.7,12.3,4.7,16.0,,0.0,0.0,1015.0,0.0,0.0,94.9,12.2,,"Clear"
"50.0826,8.2493","09/19/2021 06:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",38.7,12.1,4.7,3.0,,0.0,0.0,1015.0,0.0,0.0,95.5,11.9,,"Clear"
"50.0826,8.2493","09/19/2021 07:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",33.7,11.8,4.0,0.0,,0.0,0.0,1015.0,0.0,0.0,96.1,11.5,,"Clear"
"50.0826,8.2493","09/19/2021 08:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",33.7,12.1,4.0,3.0,,0.0,0.0,1015.0,0.0,0.0,94.8,10.8,,"Clear"
"50.0826,8.2493","09/19/2021 09:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",50.9,13.9,7.6,22.0,,0.0,0.0,1014.0,0.0,0.0,85.0,15.8,,"Clear"
"50.0826,8.2493","09/19/2021 10:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",64.7,15.5,15.1,30.0,,0.0,0.0,1014.0,0.0,0.0,74.3,28.4,,"Partially cloudy"
"50.0826,8.2493","09/19/2021 11:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",72.0,16.5,16.2,43.0,,0.0,0.0,1014.0,0.0,0.0,65.5,32.4,,"Partially cloudy"
"50.0826,8.2493","09/19/2021 12:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",69.8,17.7,14.4,56.0,,0.0,0.0,1014.0,0.0,0.0,60.4,32.0,,"Partially cloudy"
"50.0826,8.2493","09/19/2021 13:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",70.6,18.3,14.0,62.0,,0.0,0.0,1014.0,0.0,0.0,57.2,28.4,,"Partially cloudy"
"50.0826,8.2493","09/19/2021 14:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",78.4,18.9,12.6,74.0,,0.0,0.0,1014.0,0.0,0.0,55.4,26.6,,"Partially cloudy"
