Address,Date time,Latitude,Longitude,Resolved Address,Name,Wind Direction,Temperature,Wind Speed,Cloud Cover,Heat Index,Chance Precipitation (%),Precipitation,Sea Level Pressure,Snow Depth,Snow,Relative Humidity,Wind Gust,Wind Chill,Conditions
"50.0826,8.2493","09/14/2021 06:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",296.6,14.5,1.4,16.0,,0.0,0.0,1015.0,0.0,0.0,91.9,6.1,,"Clear"
"50.0826,8.2493","09/14/2021 07:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",270.0,14.2,2.2,37.0,,0.0,0.0,1015.0,0.0,0.0,92.5,7.2,,"Partially cloudy"
"50.0826,8.2493","09/14/2021 08:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",270.0,14.7,2.2,40.0,,0.0,0.0,1015.0,0.0,0.0,88.3,6.8,,"Partially cloudy"
"50.0826,8.2493","09/14/2021 09:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",251.6,16.6,1.1,70.0,,0.0,0.0,1015.0,0.0,0.0,79.3,6.1,,"Partially cloudy"
"50.0826,8.2493","09/14/2021 10:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",81.9,18.9,2.5,96.0,,0.0,0.0,1015.0,0.0,0.0,72.3,9.0,,"Overcast"
"50.0826,8.2493","09/14/2021 11:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",83.7,20.7,6.5,33.0,,0.0,0.0,1015.0,0.0,0.0,67.3,12.2,,"Partially cloudy"
"50.0826,8.2493","09/14/2021 12:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",90.0,22.1,5.4,13.0,,0.0,0.0,1014.0,0.0,0.0,62.7,11.5,,"Clear"
"50.0826,8.2493","09/14/2021 13:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",116.6,23.6,4.7,1.0,,0.0,0.0,1014.0,0.0,0.0,58.7,11.5,,"Clear"
"50.0826,8.2493","09/14/2021 14:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",114.4,24.8,4.3,11.0,,0.0,0.0,1014.0,0.0,0.0,54.0,13.7,,"Clear"
"50.0826,8.2493","09/14/2021 15:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",138.4,25.8,4.3,7.0,,28.6,0.0,1014.0,0.0,0.0,52.9,12.2,,"Clear"
"50.0826,8.2493","09/14/2021 16:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",138.8,26.3,4.0,27.0,,28.6,0.0,1013.0,0.0,0.0,55.0,10.8,,"Partially cloudy"
"50.0826,8.2493","09/14/2021 17:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",123.7,26.4,1.4,89.0,,28.6,0.0,1013.0,0.0,0.0,68.5,9.4,,"Overcast"
"50.0826,8.2493","09/14/2021 18:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",90.0,26.0,3.6,100.0,,28.6,0.0,1013.0,0.0,0.0,74.0,6.8,,"Overcast"
"50.0826,8.2493","09/14/2021 19:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",85.6,24.8,4.7,100.0,,28.6,0.0,1013.0,0.0,0.0,78.5,8.3,,"Overcast"
"50.0826,8.2493","09/14/2021 20:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",113.2,23.3,2.9,88.0,,28.6,0.0,1014.0,0.0,0.0,83.3,7.6,,"Overcast"
"50.0826,8.2493","09/14/2021 21:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",206.6,22.2,3.2,68.0,,76.1,0.0,1014.0,0.0,0.0,84.3,4.3,,"Rain, Partially cloudy"
"50.0826,8.2493","09/14/2021 22:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",222.9,20.7,6.8,98.0,,76.1,0.0,1014.0,0.0,0.0,86.0,10.8,,"Rain, Overcast"
"50.0826,8.2493","09/14/2021 23:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",248.2,20.2,5.8,97.0,,76.1,0.1,1014.0,0.0,0.0,88.0,22.7,,"Rain, Overcast"
"50.0826,8.2493","09/15/2021 00:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",211.8,19.4,9.0,100.0,,76.1,0.3,1014.0,0.0,0.0,92.5,17.6,,"Rain, Overcast"
"50.0826,8.2493","09/15/2021 01:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",71.6,18.5,2.2,100.0,,76.1,0.6,1013.0,0.0,0.0,96.5,18.0,,"Rain, Overcast"
"50.0826,8.2493","09/15/2021 02:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",127.9,18.0,4.0,100.0,,76.1,0.3,1013.0,0.0,0.0,96.6,6.1,,"Rain, Overcast"
