Address,Date time,Latitude,Longitude,Resolved Address,Name,Wind Direction,Temperature,Wind Speed,Cloud Cover,Heat Index,Chance Precipitation (%),Precipitation,Sea Level Pressure,Snow Depth,Snow,Relative Humidity,Wind Gust,Wind Chill,Conditions
"50.0826,8.2493","01/13/2022 20:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",213.7,-0.1,1.4,2.0,,0.0,0.0,1039.0,0.0,0.0,89.4,1.1,,"Clear"
"50.0826,8.2493","01/13/2022 21:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",216.9,-0.4,1.8,30.0,,0.0,0.0,1039.0,0.0,0.0,89.6,1.1,,"Partially cloudy"
"50.0826,8.2493","01/13/2022 22:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",206.6,-0.8,2.5,53.0,,0.0,0.0,1039.0,0.0,0.0,89.9,1.1,,"Partially cloudy"
"50.0826,8.2493","01/13/2022 23:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",218.7,-1.0,2.2,65.0,,0.0,0.0,1039.0,0.0,0.0,89.9,1.1,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 00:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",209.7,-1.1,2.9,69.0,,0.0,0.0,1038.0,0.0,0.0,89.9,1.8,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 01:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",216.9,-1.1,3.6,73.0,,0.0,0.0,1038.0,0.0,0.0,89.8,3.2,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 02:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",209.1,-1.3,3.6,76.0,,0.0,0.0,1037.0,0.0,0.0,89.5,2.9,,"Overcast"
"50.0826,8.2493","01/14/2022 03:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",206.6,-1.5,3.2,86.0,,0.0,0.0,1037.0,0.0,0.0,89.4,2.2,,"Overcast"
"50.0826,8.2493","01/14/2022 04:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",201.8,-1.7,4.0,85.0,,0.0,0.0,1037.0,0.0,0.0,89.8,2.9,,"Overcast"
"50.0826,8.2493","01/14/2022 05:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",201.8,-1.7,4.0,90.0,,0.0,0.0,1037.0,0.0,0.0,90.1,2.9,,"Overcast"
"50.0826,8.2493","01/14/2022 06:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",198.4,-1.8,3.2,94.0,,0.0,0.0,1036.0,0.0,0.0,90.1,3.6,,"Overcast"
"50.0826,8.2493","01/14/2022 07:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",194.0,-1.7,2.9,91.0,,0.0,0.0,1036.0,0.0,0.0,90.1,2.5,,"Overcast"
"50.0826,8.2493","01/14/2022 08:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",159.4,-2.1,3.2,100.0,,0.0,0.0,1036.0,0.0,0.0,90.4,3.6,,"Overcast"
"50.0826,8.2493","01/14/2022 09:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",180.0,-2.4,3.2,100.0,,0.0,0.0,1036.0,0.0,0.0,90.3,4.7,,"Overcast"
"50.0826,8.2493","01/14/2022 10:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",184.8,-2.1,4.3,100.0,,0.0,0.0,1036.0,0.0,0.0,85.3,5.0,,"Overcast"
"50.0826,8.2493","01/14/2022 11:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",185.2,-1.5,4.0,84.0,,0.0,0.0,1036.0,0.0,0.0,79.5,5.8,,"Overcast"
"50.0826,8.2493","01/14/2022 12:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",159.4,-0.7,3.2,70.0,,0.0,0.0,1036.0,0.0,0.0,76.0,5.8,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 13:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",144.5,0.2,3.2,25.0,,0.0,0.0,1035.0,0.0,0.0,74.5,5.4,,"Clear"
"50.0826,8.2493","01/14/2022 14:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",116.6,0.7,3.2,25.0,,0.0,0.0,1034.0,0.0,0.0,75.4,6.8,,"Clear"
"50.0826,8.2493","01/14/2022 15:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",104.0,0.7,2.9,27.0,,0.0,0.0,1034.0,0.0,0.0,81.8,6.8,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 16:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",150.3,0.3,2.9,32.0,,0.0,0.0,1034.0,0.0,0.0,87.0,6.8,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 17:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",150.3,-0.1,2.9,32.0,,0.0,0.0,1034.0,0.0,0.0,88.6,5.4,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 18:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",153.4,-0.5,2.5,35.0,,0.0,0.0,1034.0,0.0,0.0,89.5,2.9,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 19:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",194.0,-0.4,1.4,28.0,,0.0,0.0,1034.0,0.0,0.0,90.0,2.2,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 20:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",116.6,-0.3,0.7,0.0,,0.0,0.0,1034.0,0.0,0.0,90.4,1.4,,"Clear"
"50.0826,8.2493","01/14/2022 21:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",90.0,-0.9,1.8,46.0,,0.0,0.0,1034.0,0.0,0.0,90.5,3.2,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 22:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",296.6,-1.2,1.4,64.0,,0.0,0.0,1034.0,0.0,0.0,90.8,2.5,,"Partially cloudy"
"50.0826,8.2493","01/14/2022 23:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",259.7,-1.0,4.0,33.0,,0.0,0.0,1033.0,0.0,0.0,91.0,5.8,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 00:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",180.0,-1.2,2.2,33.0,,0.0,0.0,1033.0,0.0,0.0,91.3,5.0,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 01:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",116.6,-1.5,2.5,30.0,,0.0,0.0,1033.0,0.0,0.0,91.6,5.8,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 02:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",251.6,-1.4,3.2,25.0,,0.0,0.0,1032.0,0.0,0.0,92.0,5.0,,"Clear"
"50.0826,8.2493","01/15/2022 03:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",256.0,-1.2,2.9,35.0,,0.0,0.0,1032.0,0.0,0.0,92.3,4.7,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 04:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",240.3,-1.2,2.9,35.0,,0.0,0.0,1032.0,0.0,0.0,92.9,2.5,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 05:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",239.0,-1.4,2.2,38.0,,0.0,0.0,1031.0,0.0,0.0,93.5,1.1,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 06:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",216.9,-1.4,1.8,36.0,,0.0,0.0,1031.0,0.0,0.0,93.9,1.4,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 07:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",225.0,-1.4,2.2,40.0,,0.0,0.0,1030.0,0.0,0.0,94.1,1.4,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 08:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",260.5,-1.2,2.2,39.0,,0.0,0.0,1030.0,0.0,0.0,94.3,1.4,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 09:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",278.1,-1.0,2.5,37.0,,0.0,0.0,1030.0,0.0,0.0,93.5,2.2,,"Partially cloudy"
"50.0826,8.2493","01/15/2022 10:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",256.0,-0.5,2.9,25.0,,0.0,0.0,1030.0,0.0,0.0,90.6,2.2,,"Clear"
"50.0826,8.2493","01/15/2022 11:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",213.7,0.4,1.4,0.0,,0.0,0.0,1030.0,0.0,0.0,86.4,3.2,,"Clear"
"50.0826,8.2493","01/15/2022 12:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",270.0,1.7,1.1,0.0,,0.0,0.0,1029.0,0.0,0.0,81.9,2.9,4.3,"Clear"
"50.0826,8.2493","01/15/2022 13:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",326.3,2.7,1.4,0.0,,0.0,0.0,1028.0,0.0,0.0,78.3,3.2,4.2,"Clear"
"50.0826,8.2493","01/15/2022 14:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",33.7,3.2,1.4,0.0,,0.0,0.0,1028.0,0.0,0.0,78.8,2.9,4.4,"Clear"
