Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"50.0826,8.2493","05/30/2020 00:00:00",14.5,14.5,14.5,2.5,44.4,,18.0,,42.0,,0.0,,0.0,10.0,1.1,1023.3,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 01:00:00",13.4,13.4,13.4,2.4,47.54,,15.0,,51.0,,0.0,,0.0,10.0,1.1,1023.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 02:00:00",13.1,13.1,13.1,2.3,47.89,,18.0,,59.0,,0.0,,0.0,10.0,0.0,1023.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 03:00:00",12.7,12.7,12.7,2.4,49.61,,12.4,,41.0,,0.0,,0.0,10.0,0.0,1023.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 04:00:00",11.8,11.8,11.8,2.8,53.83,,13.7,,42.0,,0.0,,0.0,10.0,0.0,1023.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 05:00:00",11.7,11.7,11.7,2.6,53.55,,13.7,,51.0,,0.0,,0.0,10.0,0.0,1023.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 06:00:00",11.7,11.7,11.7,2.8,54.25,,11.7,,43.0,,0.0,,0.0,10.0,0.0,1023.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 07:00:00",13.6,13.6,13.6,3.8,51.64,,13.0,,51.0,,0.0,,0.0,10.0,0.0,1023.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 08:00:00",15.6,15.6,15.6,3.9,45.65,,14.6,,52.0,,0.0,,0.0,10.0,0.0,1023.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 09:00:00",17.1,17.1,17.1,4.1,42.13,,13.4,,50.0,,0.0,,0.0,10.0,0.0,1023.6,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 10:00:00",18.2,18.2,18.2,4.8,41.21,,22.2,,50.0,,0.0,,0.0,10.0,0.0,1023.3,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 11:00:00",18.5,18.5,18.5,3.5,36.76,,27.6,,65.0,,0.0,,0.0,10.0,0.0,1023.3,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 12:00:00",18.9,18.9,18.9,0.7,29.53,,21.6,,57.0,,0.0,,0.0,13.1,0.0,1023.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 13:00:00",19.3,19.3,19.3,2.4,32.51,,29.4,,49.0,,0.0,,0.0,12.7,0.0,1022.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 14:00:00",20.0,20.0,20.0,2.8,32.05,,32.3,,49.0,,0.0,,0.0,10.0,0.0,1022.3,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 15:00:00",20.2,20.2,20.2,2.3,30.43,,31.7,,60.0,,0.0,,0.0,10.0,0.0,1021.6,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 16:00:00",20.5,20.5,20.5,1.0,27.23,,32.1,,58.0,,0.0,,0.0,10.0,0.0,1021.3,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 17:00:00",20.3,20.3,20.3,0.8,27.09,,27.9,,42.0,,0.0,,0.0,10.0,0.0,1021.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 18:00:00",20.0,20.0,20.0,1.8,29.97,,23.9,,59.0,,0.0,,0.0,10.0,0.0,1021.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 19:00:00",19.1,19.1,19.1,2.1,32.33,,14.2,,44.0,,0.0,,0.0,13.2,0.0,1020.6,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 20:00:00",17.7,17.7,17.7,1.8,34.4,,24.3,,61.0,,0.0,,0.0,10.0,30.0,1021.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/30/2020 21:00:00",16.6,16.6,16.6,2.2,38.16,,15.6,,62.0,,0.0,,0.0,10.0,30.0,1021.3,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/30/2020 22:00:00",15.1,15.1,15.1,3.2,45.06,,12.3,,55.0,,0.0,,0.0,10.0,0.0,1021.6,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/30/2020 23:00:00",14.3,14.3,14.3,3.8,49.09,,10.1,,55.0,,0.0,,0.0,10.0,0.0,1022.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 00:00:00",13.1,13.1,13.1,4.0,54.1,,8.5,,37.0,,0.0,,0.0,10.0,0.0,1022.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 01:00:00",12.0,12.0,12.0,4.1,58.54,,6.6,,63.0,,0.0,,0.0,10.0,30.0,1022.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/31/2020 02:00:00",12.7,12.7,12.7,4.3,56.47,,11.2,,64.0,,0.0,,0.0,10.0,0.0,1021.6,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 03:00:00",13.0,13.0,13.0,4.2,54.96,,1.9,,44.0,,0.0,,0.0,10.0,0.0,1021.3,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 04:00:00",12.8,12.8,12.8,4.2,55.68,,6.6,,15.0,,0.0,,0.0,10.0,0.0,1021.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 05:00:00",11.7,11.7,11.7,3.8,58.7,,12.3,,38.0,,0.0,,0.0,10.0,0.0,1021.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 06:00:00",10.5,10.5,10.5,3.9,63.78,,10.7,,5.0,,0.0,,0.0,10.0,0.0,1021.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 07:00:00",10.7,10.7,10.7,4.4,64.82,,7.2,,359.0,,0.0,,0.0,10.0,0.0,1021.1,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 08:00:00",12.6,12.6,12.6,4.7,58.41,,8.7,,24.0,,0.0,,0.0,10.0,0.0,1021.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 09:00:00",14.3,14.3,14.3,4.6,51.93,,14.3,,67.0,,0.0,,0.0,10.0,0.0,1021.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 10:00:00",15.9,15.9,15.9,4.6,47.01,,20.2,,58.0,,0.0,,0.0,10.0,28.5,1021.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/31/2020 11:00:00",16.6,16.6,16.6,3.9,42.63,,18.1,,68.0,,0.0,,0.0,10.0,46.7,1021.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/31/2020 12:00:00",17.5,17.5,17.5,4.4,41.81,,16.5,,16.0,,0.0,,0.0,10.0,30.0,1021.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/31/2020 13:00:00",18.1,18.1,18.1,4.3,40.16,,16.3,,28.0,,0.0,,0.0,10.0,30.0,1021.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/31/2020 14:00:00",19.2,19.2,19.2,4.8,38.8,,13.5,,66.0,,0.0,,0.0,11.5,30.0,1021.0,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/31/2020 15:00:00",19.6,19.6,19.6,4.8,37.61,,21.9,,43.0,,0.0,,0.0,10.0,0.0,1020.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 16:00:00",19.6,19.6,19.6,5.0,38.21,,22.7,,63.0,,0.0,,0.0,10.0,30.0,1020.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Partially cloudy"
"50.0826,8.2493","05/31/2020 17:00:00",19.5,19.5,19.5,5.0,38.56,,18.5,,47.0,,0.0,,0.0,10.0,0.0,1020.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 18:00:00",19.0,19.0,19.0,5.1,39.83,,15.8,,51.0,,0.0,,0.0,10.0,0.0,1020.4,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 19:00:00",19.3,19.3,19.3,5.1,39.27,,16.6,,67.0,,0.0,,0.0,10.0,0.0,1020.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
"50.0826,8.2493","05/31/2020 20:00:00",18.7,18.7,18.7,4.5,39.17,,12.3,,35.0,,0.0,,0.0,10.0,0.0,1020.7,"",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493","","Clear"
