Address,Date time,Latitude,Longitude,Resolved Address,Name,Wind Direction,Temperature,Wind Speed,Cloud Cover,Heat Index,Chance Precipitation (%),Precipitation,Sea Level Pressure,Snow Depth,Snow,Relative Humidity,Wind Gust,Wind Chill,Conditions
"50.0826,8.2493","10/06/2021 05:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",208.0,10.2,13.0,61.0,,0.0,0.0,1013.0,0.0,0.0,86.9,19.1,6.4,"Partially cloudy"
"50.0826,8.2493","10/06/2021 06:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",205.4,10.0,15.8,40.0,,0.0,0.0,1014.0,0.0,0.0,86.0,20.9,7.8,"Partially cloudy"
"50.0826,8.2493","10/06/2021 07:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",206.0,9.9,16.6,54.0,,0.0,0.0,1015.0,0.0,0.0,88.6,21.2,7.6,"Partially cloudy"
"50.0826,8.2493","10/06/2021 08:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",207.1,9.9,15.8,60.0,,0.0,0.0,1015.0,0.0,0.0,83.8,21.2,7.6,"Partially cloudy"
"50.0826,8.2493","10/06/2021 09:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",204.3,10.6,16.6,84.0,,66.6,0.0,1016.0,0.0,0.0,83.3,24.1,6.5,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 10:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",225.7,11.5,20.5,79.0,,66.6,0.0,1016.0,0.0,0.0,80.6,36.4,6.7,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 11:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",225.0,12.7,22.3,70.0,,66.6,0.0,1017.0,0.0,0.0,77.8,41.4,7.1,"Rain, Partially cloudy"
"50.0826,8.2493","10/06/2021 12:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",225.7,12.8,21.2,100.0,,66.6,0.1,1017.0,0.0,0.0,73.9,41.4,,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 13:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",229.4,12.9,19.8,97.0,,66.6,0.1,1017.0,0.0,0.0,69.6,38.2,,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 14:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",239.2,12.8,22.0,100.0,,66.6,0.1,1018.0,0.0,0.0,83.5,39.2,6.9,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 15:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",240.1,12.3,22.3,100.0,,81.0,0.1,1018.0,0.0,0.0,86.8,44.6,6.2,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 16:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",221.0,12.1,18.0,89.0,,81.0,0.4,1018.0,0.0,0.0,90.5,41.0,6.2,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 17:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",223.2,11.7,15.8,97.0,,81.0,0.8,1018.0,0.0,0.0,90.8,35.3,6.2,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 18:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",221.9,11.8,14.0,99.0,,81.0,0.2,1019.0,0.0,0.0,90.9,25.9,6.1,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 19:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",235.8,11.7,12.2,95.0,,81.0,0.0,1020.0,0.0,0.0,92.0,19.8,6.0,"Rain, Overcast"
"50.0826,8.2493","10/06/2021 20:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",228.7,11.4,11.9,90.0,,81.0,0.0,1020.0,0.0,0.0,91.8,18.4,6.6,"Rain, Overcast"
