Address,Date time,Latitude,Longitude,Resolved Address,Name,Wind Direction,Temperature,Wind Speed,Cloud Cover,Heat Index,Chance Precipitation (%),Precipitation,Sea Level Pressure,Snow Depth,Snow,Relative Humidity,Wind Gust,Wind Chill,Conditions
"50.0826,8.2493","12/27/2021 16:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",26.6,4.7,2.5,99.0,,42.9,0.0,1001.0,0.0,0.0,98.5,7.9,3.0,"Overcast"
"50.0826,8.2493","12/27/2021 17:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",50.2,4.6,2.9,98.0,,42.9,0.0,1001.0,0.0,0.0,98.0,7.2,3.0,"Overcast"
"50.0826,8.2493","12/27/2021 18:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",80.5,4.7,2.2,100.0,,42.9,0.5,1001.0,0.0,0.0,96.6,7.6,3.2,"Overcast"
"50.0826,8.2493","12/27/2021 19:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",100.3,4.6,4.0,99.0,,42.9,0.9,1001.0,0.0,0.0,95.8,7.6,3.4,"Overcast"
"50.0826,8.2493","12/27/2021 20:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",80.5,4.7,4.3,100.0,,90.5,0.8,1001.0,0.0,0.0,95.9,10.1,3.3,"Rain, Overcast"
"50.0826,8.2493","12/27/2021 21:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",65.6,4.9,4.3,100.0,,90.5,0.8,1001.0,0.0,0.0,96.8,11.5,3.2,"Rain, Overcast"
"50.0826,8.2493","12/27/2021 22:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",104.0,5.0,2.9,97.0,,90.5,0.0,1001.0,0.0,0.0,97.4,9.7,3.1,"Rain, Overcast"
"50.0826,8.2493","12/27/2021 23:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",71.6,5.0,1.1,95.0,,90.5,0.0,1001.0,0.0,0.0,97.8,7.2,3.8,"Rain, Overcast"
"50.0826,8.2493","12/28/2021 00:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",45.0,5.0,1.1,94.0,,90.5,0.0,1001.0,0.0,0.0,98.0,3.6,3.9,"Rain, Overcast"
"50.0826,8.2493","12/28/2021 01:00:00",50.0826,8.2493,"50.0826,8.2493","50.0826,8.2493",66.8,5.0,2.9,92.0,,90.5,0.0,1001.0,0.0,0.0,98.1,5.4,4.1,"Rain, Overcast"
